thumb,index,middle,label
0,67,561,1
0,67,540,1
0,78,535,1
0,69,543,1
0,69,542,1
0,67,545,1
0,64,551,1
0,70,549,1
0,70,548,1
0,71,549,1
0,70,547,1
0,70,547,1
0,70,552,1
0,69,557,1
0,71,557,1
0,70,549,1
0,69,551,1
0,72,559,1
0,70,560,1
0,71,563,1
0,73,562,1
0,70,560,1
0,73,564,1
0,71,562,1
0,74,560,1
0,74,560,1
0,71,552,1
0,74,550,1
0,71,554,1
0,71,556,1
0,71,560,1
0,71,562,1
0,70,565,1
0,71,567,1
0,73,565,1
0,71,561,1
0,71,563,1
0,74,566,1
0,71,566,1
0,71,565,1
0,71,560,1
0,71,563,1
0,70,563,1
0,74,566,1
0,71,564,1
0,73,562,1
0,69,565,1
0,70,564,1
0,74,565,1
0,74,567,1
0,74,562,1
0,71,562,1
0,72,563,1
0,71,561,1
0,71,564,1
0,71,564,1
0,71,561,1
0,69,561,1
0,70,561,1
0,70,561,1
0,71,561,1
0,74,560,1
0,71,560,1
0,73,561,1
0,71,560,1
0,70,561,1
0,71,560,1
0,73,561,1
0,71,562,1
0,71,561,1
0,69,560,1
0,71,561,1
0,74,562,1
0,71,563,1
0,71,561,1
0,74,562,1
0,73,560,1
0,72,562,1
0,74,560,1
0,73,563,1
0,76,563,1
0,75,561,1
0,74,563,1
0,76,562,1
0,74,563,1
0,73,562,1
0,72,562,1
0,74,551,1
0,74,550,1
0,73,550,1
0,75,560,1
0,71,560,1
0,74,561,1
0,74,562,1
0,73,560,1
0,73,560,1
0,75,560,1
0,74,559,1
0,74,560,1
0,71,560,1
0,70,551,1
0,73,562,1
0,73,561,1
0,73,560,1
0,72,560,1
0,69,560,1
0,75,559,1
0,75,560,1
0,74,559,1
0,72,557,1
0,74,560,1
0,72,553,1
0,74,546,1
0,71,555,1
0,71,557,1
0,75,560,1
0,53,559,1
0,74,562,1
0,73,560,1
0,73,560,1
0,75,561,1
0,73,562,1
0,74,560,1
0,72,560,1
0,75,537,1
0,73,543,1
0,75,559,1
0,74,562,1
0,73,562,1
0,73,563,1
0,74,566,1
0,74,565,1
0,74,562,1
0,74,564,1
0,68,563,1
0,74,563,1
0,74,591,1
0,74,564,1
0,75,563,1
0,73,565,1
0,74,563,1
0,74,565,1
0,74,564,1
0,74,581,1
0,76,540,1
0,78,557,1
0,74,547,1
0,75,554,1
0,73,560,1
0,73,560,1
0,75,560,1
0,73,557,1
0,74,560,1
0,72,556,1
0,73,574,1
0,75,560,1
0,79,560,1
0,75,551,1
0,74,559,1
0,74,557,1
0,75,557,1
0,75,556,1
0,75,549,1
0,73,563,1
0,71,561,1
0,74,563,1
0,76,563,1
0,75,568,1
0,74,568,1
0,73,566,1
0,71,567,1
0,74,567,1
0,75,570,1
0,73,569,1
0,78,566,1
0,74,570,1
0,75,566,1
0,75,563,1
0,74,555,1
0,75,561,1
0,74,553,1
0,74,560,1
0,74,564,1
0,71,562,1
0,73,560,1
0,71,558,1
0,75,560,1
0,75,562,1
0,74,561,1
0,71,565,1
0,75,563,1
0,73,565,1
0,75,565,1
0,167,135,2
0,167,131,2
0,167,145,2
0,170,144,2
0,176,134,2
0,186,121,2
0,193,123,2
0,192,121,2
0,197,115,2
0,203,124,2
0,204,126,2
0,202,119,2
0,205,119,2
0,204,125,2
0,204,126,2
0,203,126,2
0,204,114,2
0,205,117,2
0,206,119,2
0,205,129,2
0,206,129,2
0,207,128,2
0,207,131,2
0,208,130,2
0,208,128,2
0,207,135,2
0,208,134,2
0,208,138,2
0,208,141,2
0,207,141,2
0,208,145,2
0,208,144,2
0,208,144,2
0,208,147,2
0,206,143,2
0,208,142,2
0,208,147,2
0,208,144,2
0,209,142,2
0,209,143,2
0,209,143,2
0,209,142,2
0,211,141,2
0,210,118,2
0,210,131,2
0,208,143,2
0,211,144,2
0,211,143,2
0,210,144,2
0,210,144,2
0,210,138,2
0,209,123,2
0,212,140,2
0,206,144,2
0,209,140,2
0,211,144,2
0,210,134,2
0,213,138,2
0,213,137,2
0,211,142,2
0,208,163,2
0,213,175,2
0,210,177,2
0,208,163,2
0,208,160,2
0,208,149,2
0,209,144,2
0,209,128,2
0,208,125,2
0,209,128,2
0,208,130,2
0,208,118,2
0,209,128,2
0,208,131,2
0,208,128,2
0,209,135,2
0,208,137,2
0,209,141,2
0,210,133,2
0,209,134,2
0,209,132,2
0,208,140,2
0,208,135,2
0,211,130,2
0,210,144,2
0,210,144,2
0,211,143,2
0,209,135,2
0,209,134,2
0,229,143,2
0,209,141,2
0,209,144,2
0,210,143,2
0,210,157,2
0,211,176,2
0,213,178,2
0,214,177,2
0,213,177,2
0,214,150,2
0,215,166,2
0,221,156,2
0,213,170,2
0,215,161,2
0,213,175,2
0,214,176,2
0,215,176,2
0,234,175,2
0,214,176,2
0,214,177,2
0,213,178,2
0,215,179,2
0,214,179,2
0,213,183,2
0,214,179,2
0,215,177,2
0,215,179,2
0,215,175,2
0,215,176,2
0,218,176,2
0,213,176,2
0,216,176,2
0,215,176,2
0,214,171,2
0,215,176,2
0,218,176,2
0,210,179,2
0,217,178,2
0,215,179,2
0,214,178,2
0,217,178,2
0,215,178,2
0,217,179,2
0,217,182,2
0,214,180,2
0,214,179,2
0,213,178,2
0,217,178,2
0,215,186,2
0,217,182,2
0,218,180,2
0,215,182,2
0,214,179,2
0,214,183,2
0,215,185,2
0,215,183,2
0,217,185,2
0,213,186,2
0,215,186,2
0,215,186,2
0,215,181,2
0,214,176,2
0,215,182,2
0,215,185,2
0,215,187,2
0,218,187,2
0,215,189,2
0,215,187,2
0,219,187,2
0,215,185,2
0,215,182,2
0,215,185,2
0,219,183,2
0,214,183,2
0,222,185,2
0,219,186,2
0,217,183,2
0,215,181,2
0,219,189,2
0,217,183,2
0,219,187,2
0,220,183,2
0,220,186,2
0,215,186,2
0,218,187,2
0,221,184,2
0,218,183,2
0,217,183,2
0,215,185,2
0,217,186,2
0,218,187,2
0,218,186,2
0,239,187,2
0,218,187,2
0,219,186,2
0,218,178,2
0,224,182,2
0,219,186,2
0,218,180,2
0,220,183,2
0,219,186,2
0,219,181,2
0,219,187,2
0,218,186,2
0,221,185,2
0,219,190,2
0,220,181,2
0,217,187,2
0,218,189,2
0,219,186,2
0,212,185,2
0,219,183,2
0,219,193,2
0,218,187,2
0,218,187,2
0,219,187,2
0,219,187,2
0,221,188,2
0,220,186,2
0,221,185,2
0,219,184,2
0,220,187,2
0,219,185,2
0,220,188,2
0,220,186,2
0,219,186,2
0,220,181,2
0,221,182,2
0,217,186,2
0,221,184,2
0,221,183,2
0,221,189,2
0,224,189,2
0,218,185,2
0,221,186,2
0,220,189,2
0,220,186,2
0,218,185,2
0,219,186,2
0,218,187,2
0,218,187,2
0,217,185,2
0,219,187,2
0,218,186,2
0,219,187,2
0,221,183,2
0,219,185,2
0,220,190,2
0,221,178,2
0,220,190,2
0,215,190,2
0,219,191,2
0,220,177,2
0,221,190,2
0,217,190,2
0,220,192,2
0,218,183,2
0,192,187,2
0,219,180,2
0,221,179,2
0,222,187,2
0,219,182,2
0,223,190,2
0,221,185,2
0,220,187,2
0,221,183,2
0,222,187,2
0,219,185,2
0,221,183,2
0,222,186,2
0,221,186,2
0,220,186,2
0,223,182,2
0,220,189,2
0,221,184,2
0,223,189,2
0,222,185,2
0,223,187,2
0,218,190,2
0,225,186,2
0,221,187,2
0,220,191,2
0,221,189,2
0,219,192,2
0,222,189,2
0,222,190,2
0,221,190,2
0,222,192,2
0,221,190,2
0,221,189,2
0,221,191,2
0,222,190,2
0,223,190,2
0,221,189,2
0,221,191,2
0,222,186,2
0,223,192,2
0,221,192,2
0,222,192,2
0,223,192,2
0,222,192,2
0,222,192,2
0,222,191,2
0,220,190,2
0,222,192,2
0,220,192,2
0,213,192,2
0,221,193,2
0,222,192,2
0,222,192,2
0,223,192,2
0,221,193,2
0,220,192,2
0,221,189,2
0,221,193,2
0,219,187,2
0,223,186,2
0,221,185,2
0,221,189,2
0,223,188,2
0,221,191,2
0,221,187,2
0,221,197,2
0,222,190,2
0,222,189,2
0,222,192,2
0,221,193,2
0,221,190,2
0,222,191,2
0,221,191,2
0,222,191,2
0,219,191,2
0,221,189,2
0,223,186,2
0,222,190,2
0,219,186,2
0,221,193,2
0,223,194,2
0,223,194,2
0,222,192,2
0,219,193,2
0,221,192,2
0,231,192,2
0,222,193,2
0,220,192,2
0,223,192,2
0,222,196,2
0,221,192,2
0,220,191,2
0,221,193,2
0,221,193,2
0,221,192,2
0,223,191,2
0,227,191,2
0,222,191,2
0,222,192,2
0,221,190,2
0,223,191,2
0,222,192,2
0,221,192,2
0,222,192,2
0,222,190,2
0,222,192,2
0,220,187,2
0,218,191,2
0,223,180,2
0,224,182,2
0,223,182,2
0,223,182,2
0,221,186,2
0,222,187,2
0,222,187,2
0,223,189,2
0,223,190,2
0,223,189,2
0,221,191,2
0,223,188,2
0,223,186,2
0,221,190,2
0,224,192,2
0,223,193,2
0,223,194,2
0,223,192,2
0,223,193,2
0,222,188,2
0,224,182,2
0,225,166,2
0,224,176,2
0,225,181,2
0,226,176,2
0,226,183,2
0,226,176,2
0,225,177,2
0,226,182,2
0,227,181,2
0,225,178,2
0,229,176,2
0,226,182,2
0,226,176,2
0,226,180,2
0,231,190,2
0,223,189,2
0,224,189,2
0,223,188,2
0,214,194,2
0,209,195,2
0,209,195,2
0,209,193,2
0,209,192,2
0,211,188,2
0,211,186,2
0,211,182,2
0,210,179,2
0,210,179,2
0,211,176,2
0,212,166,2
0,211,160,2
0,211,176,2
0,211,161,2
0,211,144,2
0,214,144,2
0,215,143,2
0,213,144,2
0,213,143,2
0,214,144,2
0,208,145,2
0,213,144,2
0,213,153,2
0,213,147,2
0,215,154,2
0,211,145,2
0,214,145,2
0,214,145,2
0,211,145,2
0,215,147,2
0,214,146,2
0,214,147,2
0,215,146,2
0,213,148,2
0,213,150,2
0,214,147,2
0,213,149,2
0,213,155,2
0,213,150,2
0,214,153,2
0,213,151,2
0,210,151,2
0,213,151,2
0,213,151,2
0,214,153,2
0,215,150,2
0,213,147,2
0,213,153,2
0,212,149,2
0,213,150,2
0,214,151,2
0,212,152,2
0,214,152,2
0,213,153,2
0,214,152,2
0,214,151,2
0,213,154,2
0,214,150,2
0,214,150,2
0,214,152,2
0,214,166,2
0,217,153,2
0,215,153,2
0,214,154,2
0,215,157,2
0,221,153,2
0,215,157,2
0,217,157,2
0,215,155,2
0,211,157,2
0,215,155,2
0,215,157,2
0,216,158,2
0,216,159,2
0,218,157,2
0,219,153,2
0,215,153,2
0,217,151,2
0,217,150,2
0,218,150,2
0,217,154,2
0,218,154,2
0,215,154,2
0,217,155,2
0,218,154,2
0,219,147,2
0,218,152,2
0,219,153,2
0,220,158,2
0,215,156,2
0,219,157,2
0,221,156,2
0,219,157,2
0,217,154,2
0,219,157,2
0,218,158,2
0,215,164,2
0,218,151,2
0,218,155,2
0,218,158,2
0,217,157,2
0,217,153,2
0,215,156,2
0,219,155,2
0,214,158,2
0,218,158,2
0,157,396,3
0,158,393,3
0,158,390,3
0,160,395,3
0,160,398,3
0,160,397,3
0,160,398,3
0,161,393,3
0,161,395,3
0,161,395,3
0,161,399,3
0,160,397,3
0,160,400,3
0,160,398,3
0,158,399,3
0,161,400,3
0,161,400,3
0,159,400,3
0,161,400,3
0,161,400,3
0,162,397,3
0,160,400,3
0,162,400,3
0,162,400,3
0,160,400,3
0,160,400,3
0,163,400,3
0,162,396,3
0,161,400,3
0,164,400,3
0,161,400,3
0,162,399,3
0,163,400,3
0,161,403,3
0,163,403,3
0,161,404,3
0,162,402,3
0,163,400,3
0,161,400,3
0,161,401,3
0,171,418,3
0,161,400,3
0,162,401,3
0,162,400,3
0,162,403,3
0,162,402,3
0,162,401,3
0,163,400,3
0,162,401,3
0,163,402,3
0,161,401,3
0,163,401,3
0,162,403,3
0,163,399,3
0,163,401,3
0,162,402,3
0,163,403,3
0,163,402,3
0,163,402,3
0,163,401,3
0,164,399,3
0,167,400,3
0,164,399,3
0,165,400,3
0,166,400,3
0,163,399,3
0,162,399,3
0,165,400,3
0,164,400,3
0,162,400,3
0,165,393,3
0,165,390,3
0,163,398,3
0,167,388,3
0,165,382,3
0,168,390,3
0,165,378,3
0,166,382,3
0,166,389,3
0,166,388,3
0,165,387,3
0,165,389,3
0,167,392,3
0,166,390,3
0,170,393,3
0,168,386,3
0,166,387,3
0,166,391,3
0,166,391,3
0,167,393,3
0,167,393,3
0,167,395,3
0,167,398,3
0,167,395,3
0,167,397,3
0,168,400,3
0,167,400,3
0,167,399,3
0,166,400,3
0,166,399,3
0,167,397,3
0,168,400,3
0,169,400,3
0,167,400,3
0,169,401,3
0,166,400,3
0,167,400,3
0,166,400,3
0,169,399,3
0,167,399,3
0,170,395,3
0,169,386,3
0,170,385,3
0,169,386,3
0,169,391,3
0,171,391,3
0,170,398,3
0,170,400,3
0,167,400,3
0,171,400,3
0,169,400,3
0,170,400,3
0,169,404,3
0,172,400,3
0,170,401,3
0,173,401,3
0,168,397,3
0,169,399,3
0,170,397,3
0,171,400,3
0,169,400,3
0,158,400,3
0,170,400,3
0,171,403,3
0,170,400,3
0,172,400,3
0,171,398,3
0,171,400,3
0,169,400,3
0,171,400,3
0,172,398,3
0,170,399,3
0,170,400,3
0,171,400,3
0,167,400,3
0,169,398,3
0,167,397,3
0,171,398,3
0,170,399,3
0,171,399,3
0,170,399,3
0,173,397,3
0,169,399,3
0,169,391,3
0,170,398,3
0,171,400,3
0,169,398,3
0,170,399,3
0,170,400,3
0,171,417,3
0,171,420,3
0,169,418,3
0,171,421,3
0,172,420,3
0,171,421,3
0,176,417,3
0,173,416,3
0,172,415,3
0,174,413,3
0,173,415,3
0,175,417,3
0,175,415,3
0,175,417,3
0,173,418,3
0,175,418,3
0,174,417,3
0,176,400,3
0,175,409,3
0,176,405,3
0,176,416,3
0,177,417,3
0,177,417,3
0,177,413,3
0,176,413,3
0,176,414,3
0,177,414,3
0,176,414,3
0,176,411,3
0,176,413,3
0,177,413,3
0,178,416,3
0,177,405,3
0,176,419,3
0,177,417,3
0,176,416,3
0,177,416,3
0,176,382,3
0,176,401,3
0,176,409,3
0,174,417,3
0,176,416,3
0,175,418,3
0,175,423,3
0,176,368,3
0,173,402,3
0,175,410,3
0,176,403,3
0,176,390,3
0,176,401,3
0,176,410,3
0,175,403,3
0,176,402,3
0,173,400,3
0,176,416,3
0,176,422,3
0,176,418,3
0,177,405,3
0,176,417,3
0,177,415,3
0,177,422,3
0,178,419,3
0,177,423,3
0,178,423,3
0,179,427,3
0,178,425,3
0,181,427,3
0,179,425,3
0,179,426,3
0,180,427,3
0,178,425,3
0,180,423,3
0,179,422,3
0,178,429,3
0,178,421,3
0,178,422,3
0,178,423,3
0,179,423,3
0,180,429,3
0,179,423,3
0,181,432,3
0,182,425,3
0,183,422,3
0,179,422,3
0,180,414,3
